"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.454593554E0,-6.046772003E-2,6.199496984E-2,-1.164665222E-1,1.451350139E-1
1.459735481E0,-5.063593388E-2,5.947792530E-2,-7.272815704E-2,1.067286570E-1
1.464733815E0,-3.153371811E-2,2.371382713E-2,-3.646469116E-2,5.372517731E-2
1.469732148E0,4.141211510E-3,-2.140894532E-2,-2.664089203E-2,3.442716516E-2
1.474730429E0,1.813888550E-2,-6.615570188E-2,-1.452350616E-2,7.011795982E-2
1.479728763E0,2.727067471E-2,-7.257837057E-2,5.213356018E-2,9.343028241E-2
1.484727096E0,2.454686165E-2,-4.598158598E-2,1.206073761E-1,1.313887127E-1
1.489878919E0,4.090106487E-2,-2.193915844E-2,1.409940720E-1,1.484370308E-1
1.494877252E0,3.811514378E-2,-1.476868987E-2,1.445817947E-1,1.502490391E-1
1.499875586E0,1.164841652E-2,-2.934709191E-2,9.825801849E-2,1.032064708E-1
1.504873867E0,9.210944176E-3,1.093053818E-2,6.181335449E-2,6.344453445E-2
1.509872200E0,2.119839191E-2,2.490794659E-2,1.377296448E-2,3.548904301E-2
1.514870534E0,2.353060246E-2,4.605603218E-2,-2.674007416E-2,5.822266670E-2
